samples	MED000004679	MED000004683	MED000003832	MED000003818	MED000004759	MED000003332	MED000004462	MED000004780	MED000004353	MED000004536	MED000001293	MED000003535	MED000003426	MED000004473	MED000002218	MED000003386	MED000000971	MED000004359	MED000003643	MED000003844	MED000000561	MED000004672	MED000004592	MED000003582	MED000003963	MED000004198	MED000004609	MED000004265	MED000003184	MED000002733	MED000004330	MED000003642	MED000004452	MED000000395	MED000003056	MED000002221	MED000001820	MED000000053	MED000003962	MED000004278	MED000002312	MED000002891	MED000004253	MED000003761	MED000004272	MED000001085	MED000000466	MED000003348	MED000003191	MED000002533	MED000003347	MED000000368	MED000002637	MED000002027	MED000003375	MED000002389	MED000000366	MED000003777	MED000003415	MED000002140	MED000003052	MED000004062	MED000003243	MED000001641	MED000004027	MED000000706	MED000002902	MED000004713	MED000000430	MED000004079	MED000002535	MED000002342	MED000003517	MED000001243	MED000001385	MED000002834	MED000001791	MED000000077	MED000003221	MED000002299	MED000001534	MED000001519	MED000004073	MED000003833	MED000002655	MED000001295	MED000000665	MED000000838	MED000002105	MED000003606	MED000000242	MED000003204	MED000001380	MED000004651	MED000001242	MED000003368	MED000000558	MED000003192	MED000001676	MED000003523	MED000002390	MED000003281	MED000003416	MED000000364	MED000004140	MED000000510	MED000003427	MED000001824	MED000004531	MED000004601	MED000000104	MED000002811	MED000001935	MED000003703	MED000003222	MED000003215	MED000003645	MED000003595	MED000003834	MED000003720	MED000004063	MED000000082	MED000004182	MED000004417	MED000003694	MED000002679	MED000004314	MED000000092	MED000000728	MED000000135	MED000000116	MED000003785	MED000003623	MED000003035	MED000002660	MED000003708	MED000003900	MED000003760	MED000001643	MED000000145	MED000004300	MED000003999	MED000001726	MED000003359	MED000002711	MED000003821	MED000004263	MED000004126	MED000002503	MED000000300	MED000004123	MED000003925	MED000002594	MED000000778	MED000000027	MED000002841	MED000004548	MED000001754	MED000004194	MED000000156	MED000002344	MED000003899	MED000003992	MED000000130	MED000000105	MED000004525	MED000001533	MED000001384	MED000004037	MED000001104	MED000004643	MED000002029	MED000000943	MED000003274	MED000004192	MED000003860	MED000001887	MED000000972	MED000000153	MED000004374	MED000003858	MED000004580	MED000001822	MED000001004	MED000000781	MED000000262	MED000004235	MED000003910	MED000002907	MED000002127	MED000002148	MED000004004	MED000004624	MED000003873	MED000001220	MED000004173	MED000000131	MED000003938	MED000002225	MED000000989	MED000004582	MED000002152	MED000000098	MED000003802	MED000003675	MED000002263	MED000003859	MED000003631	MED000000080	MED000004286	MED000000705	MED000003269	MED000004221	MED000003696	MED000004583	MED000000267	MED000002273	MED000003857	MED000003605	MED000002638	MED000000169	MED000004324	MED000004206	MED000001458	MED000003901	MED000003306	MED000001101	MED000003693	MED000004705	MED000001945	MED000000757	MED000004057	MED000004078	MED000003266	MED000003917	MED000003037	MED000002512	MED000002104	MED000003682	MED000000913	MED000004313	MED000004142	MED000000435	MED000000400	MED000002961	MED000002872	MED000001608	MED000000776	MED000002264	MED000001886	MED000003770	MED000003569	MED000000840	MED000004486	MED000000125	MED000004315	MED000004299	MED000003735	MED000003216	MED000003336	MED000003065	MED000004108	MED000003973	MED000002310	MED000001455	MED000003736	MED000003301	MED000002595	MED000001793	MED000000307	MED000004485	MED000003529	MED000000149	MED000000305	MED000003295	MED000003050	MED000000927	MED000003367	MED000003944	MED000003546	MED000003481	MED000001535	MED000000114	MED000000110	MED000002707	MED000000511	MED000003730	MED000002837	MED000002559	MED000000167	MED000000158	MED000002900	MED000002479	MED000003499	MED000002388	MED000003058	MED000002885	MED000004483	MED000003892	MED000000370	MED000004378	MED000003964	MED000003872	MED000001246	MED000000443	MED000004680	MED000000107	MED000004563	MED000003462	MED000003194	MED000000268	MED000003550	MED000002893	MED000002602	MED000004184	MED000001087	MED000000890	MED000000351	MED000003728	MED000003572	MED000003034	MED000002392	MED000004439	MED000003575	MED000003193	MED000003746	MED000003552	MED000004571	MED000003461	MED000001577	MED000003897	MED000003480	MED000004264	MED000002070	MED000004236	MED000000847	MED000004514	MED000000978	MED000000124	MED000003398	MED000003091	MED000004515	MED000004345	MED000003430	MED000001753	MED000004200	MED000001569	MED000001225	MED000000079	MED000004332	MED000003837	MED000002980	MED000000914	MED000004557	MED000003632	MED000001102	MED000000682	MED000000091	MED000004145	MED000003464	MED000003308	MED000002476	MED000000397	MED000004365	MED000004290	MED000003974	MED000002962	MED000004000	MED000001460	MED000001103	MED000004038	MED000004007	MED000000432	MED000003709	MED000003525	MED000003205	MED000002593	MED000002709	MED000001734	MED000000147	MED000003622	MED000002198	MED000000437	MED000003783	MED000002745	MED000000139	MED000003790	MED000004377	MED000004150	MED000002896	MED000001863	MED000001755	MED000001100	MED000000539	MED000000143	MED000004161	MED000003501	MED000003280	MED000003174	MED000000784	MED000000513	MED000004341	MED000003502	MED000002414	MED000002223	MED000000493	MED000001829	MED000002869	MED000002732	MED000002047	MED000001759	MED000001155	MED000001088	MED000004292	MED000001471	MED000000431	MED000004191	MED000001576	MED000001002	MED000000887	MED000004614	MED000003510	MED000003402	MED000002983	MED000002863	MED000002510	MED000001679	MED000001587	MED000000312	MED000003666	MED000001457	MED000001362	MED000001340	MED000000127	MED000004586	MED000004047	MED000001221	MED000004498	MED000004014	MED000003563	MED000003503	MED000001906	MED000001459	MED000001383	MED000004005	MED000003596	MED000003576	MED000002146	MED000001885	MED000000979	MED000000758	MED000003440	MED000000174	MED000004490	MED000003452	MED000003114	MED000002555	MED000001570	MED000004240	MED000003911	MED000003562	MED000003400	MED000003335	MED000001008	MED000004302	MED000004298	MED000004202	MED000004022	MED000003875	MED000003778	MED000003511	MED000003290	MED000002075	MED000001228	MED000000428	MED000000352	MED000004500	MED000004499	MED000004382	MED000004237	MED000003823	MED000003253	MED000001884	MED000001652	MED000000487	MED000000470	MED000000246	MED000004114	MED000002836	MED000002274	MED000002144	MED000001831	MED000001695	MED000000602	MED000004541	MED000003494	MED000003297	MED000003289	MED000003234	MED000003075	MED000001544	MED000004484	MED000002904	MED000001161	MED000000782	MED000003961	MED000003636	MED000003394	MED000000929	MED000004691	MED000004227	MED000004028	MED000003958	MED000003747	MED000002365	MED000001762	MED000000159	MED000004593	MED000003553	MED000003369	MED000002658	MED000001114	MED000003672	MED000003376	MED000003318	MED000002362	MED000001339	MED000000668	MED000004669	MED000003784	MED000003625	MED000003453	MED000002605	MED000002363	MED000001990	MED000000857	MED000004665	MED000004392	MED000004017	MED000003943	MED000002236	MED000001518	MED000004720	MED000003451	MED000002280	MED000001542	MED000001222	MED000004502	MED000004409	MED000004401	MED000004147	MED000003939	MED000001908	MED000004637	MED000004516	MED000004329	MED000004113	MED000004107	MED000003918	MED000003771	MED000000121	MED000004366	MED000004273	MED000001757	MED000004559	MED000004402	MED000004394	MED000004340	MED000003956	MED000003929	MED000003470	MED000002470	MED000001578	MED000001517	MED000000664	MED000004684	MED000004410	MED000004058	MED000003697	MED000003469	MED000002560	MED000004540	MED000004476	MED000003825	MED000003792	MED000003554	MED000003495	MED000003393	MED000003005	MED000002819	MED000001938	MED000000973	MED000004639	MED000004445	MED000004020	MED000003528	MED000003254	MED000001821	MED000001152	MED000000433	MED000004397	MED000003845	MED000002601	MED000001760	MED000001038	MED000000667	MED000004704	MED000004653	MED000004533	MED000004095	MED000004013	MED000003835	MED000003545	MED000003419	MED000003418	MED000003309	MED000004719	MED000004610	MED000004360	MED000004347	MED000004327	MED000003055	MED000002619	MED000000201	MED000004741	MED000004733	MED000004228	MED000003676	MED000003638	MED000004740	MED000004731	MED000004393	MED000004361	MED000004207	MED000003387	MED000003377	MED000003275	MED000003053	MED000000514	MED000000311	MED000004742	MED000004734	MED000004195	MED000003811	MED000003805	MED000003607	MED000003568	MED000001732	MED000001627	MED000001158	MED000004732	MED000004604	MED000004477	MED000004425	MED000004193	MED000004064	MED000003660	MED000002715	MED000001651	MED000000559	MED000000271	MED000004478	MED000004012	MED000004006	MED000003477	MED000003307	MED000001044	MED000004551	MED000004437	MED000004423	MED000004325	MED000003292	MED000003185	MED000000769	MED000004760	MED000004755	MED000004666	MED000004570	MED000004466	MED000004281	MED000003722	MED000003247	MED000003237	MED000003007	MED000002905	MED000001936	MED000001582	MED000001157	MED000000941	MED000004673	MED000004634	MED000004356	MED000003417	MED000001462	MED000001089	MED000000442	MED000004633	MED000004291	MED000004049	MED000003812	MED000003659	MED000003583	MED000003516	MED000003450	MED000002072	MED000001998	MED000001911	MED000001043	MED000004647	MED000004446	MED000004408	MED000004376	MED000004373	MED000003756	MED000002413	MED000004627	MED000004560	MED000004287	MED000004075	MED000004016	MED000003997	MED000003397	MED000003006	MED000002977	MED000001761	MED000001036	MED000000975	MED000004723	MED000004663	MED000003926	MED000003895	MED000004416	MED000003541	MED000002822	MED000001068	MED000001039	MED000000684	MED000000280	MED000004674	MED000003673	MED000003219	MED000001609	MED000000992	MED000000194	MED000004363	MED000003702	MED000003547	MED000004782	MED000004454	MED000001366	MED000004712	MED000004654	MED000004383	MED000003446	MED000001991	MED000004526	MED000002306	MED000002527
100	0.0	0.104931794334	48.2686253935	10.5281566981	0.0	0.0	0.0	0.0	0.0	0.174886323889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.419727177335	0.0	0.0	1.43406785589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0699545295558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.944386149003	0.0	0.0	0.0	0.0	0.0	0.0349772647779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16404337181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104931794334	0.804477089892	0.0	0.0	0.0	0.0	0.0	0.0	7.17033927947	0.209863588667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98740818468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104931794334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0349772647779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76320391745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92374956278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07799930045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0349772647779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0349772647779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71388597412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74886323889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.734522560336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50402238545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57397691501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139909059112	0.0	0.0	0.0	0.0	0.0	0.0	0.0699545295558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384749912557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0349772647779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.699545295558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	6.86546463245	0.0	0.0346740638003	2.04576976422	0.0	0.0	0.381414701803	0.0	0.0	4.02219140083	0.0	4.02219140083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0693481276006	4.81969486824	0.0	0.0	2.42718446602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0291262136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9445214979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.970873786408	0.0	0.0	0.0	3.60610263523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104022191401	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.69209431345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.450762829404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.27045769764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0693481276006	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.346740638003	0.0	2.04576976422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	3.74479889043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208044382802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91262135922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242718446602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.970873786408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.693481276006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0693481276006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208044382802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45631067961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21359223301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346740638003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.936199722607	0.970873786408	0.0	0.970873786408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.658807212205	0.0	0.0	0.762829403606	0.0
